UID,MLP,id,actual
84042071.0,57.121127454090015,0,57.0
84042073.0,1.9304190798569005,1,1.0
84042075.0,7.265157571134112,2,6.0
84042077.0,44.2347164904218,3,44.0
84042079.0,28.971042429593044,4,28.0
84042081.0,4.212724509026369,5,3.0
84042083.0,0.2895691099629726,6,0.0
84042085.0,0.2895691391159212,7,0.0
84042087.0,0.28956913092639164,8,0.0
84042089.0,19.468963217636226,9,18.0
84042091.0,130.05516601043865,10,129.0
84042093.0,0.2895691864425264,11,0.0
84042095.0,40.16440345544176,12,40.0
84042097.0,0.28956918337509663,13,0.0
84042099.0,0.2895691574832146,14,0.0
84042101.0,250.81715147622492,15,250.0
84042103.0,4.212724452178906,16,3.0
84042105.0,0.2895692418884979,17,0.0
84042107.0,7.265157639009342,18,6.0
84042109.0,0.2895692667461561,19,0.0
84042111.0,0.28956907715841884,20,0.0
84042113.0,0.28956907833192974,21,0.0
84042115.0,3.1414042251173973,22,2.0
84042117.0,0.28956912875014973,23,0.0
84042119.0,0.28956914344930135,24,0.0
84042121.0,0.2895691784070468,25,0.0
84042123.0,0.28956915362284136,26,0.0
84042125.0,1.037364677355319,27,1.0
84042127.0,1.9304191377561428,28,1.0
84042129.0,8.28073504215266,29,7.0
84042131.0,1.9304191309182497,30,1.0
84042133.0,5.234860025721592,31,4.0
84044001.0,0.2895690956191024,32,0.0
84044003.0,0.289569118276975,33,0.0
84044005.0,0.28956916679476324,34,0.0
84044007.0,0.2895691587370477,35,0.0
84044009.0,0.28956920556529286,36,0.0
84045001.0,0.2895691343723977,37,0.0
84045003.0,1.9304191521116936,38,1.0
84045005.0,0.2895691482260718,39,0.0
84045007.0,1.930419085154941,40,1.0
84045009.0,0.2895691234979805,41,0.0
84045011.0,0.28956908777467527,42,0.0
84045013.0,3.1414041914402357,43,2.0
84045015.0,3.1414041344408616,44,2.0
84045017.0,0.2895691484817212,45,0.0
84045019.0,3.1414041596880726,46,2.0
84045021.0,0.2895692116534465,47,0.0
84045023.0,0.2895691171895214,48,0.0
84045025.0,0.289569215988004,49,0.0
84045027.0,8.280735102170942,50,7.0
84045029.0,3.1414042457653597,51,2.0
84045031.0,1.9304191730188414,52,1.0
84045033.0,0.2895691414635386,53,0.0
84045035.0,0.28956920262616775,54,0.0
84045037.0,0.2895691226766246,55,0.0
84045039.0,3.8725417507565547,56,3.0
84045041.0,8.280735108361071,57,7.0
84045043.0,0.28956915121981924,58,0.0
84045045.0,11.328337017412721,59,10.0
84045047.0,0.289569124202972,60,0.0
84045049.0,0.28956918776020213,61,0.0
84045051.0,5.23486004800758,62,4.0
84045053.0,0.28956912785537103,63,0.0
84045055.0,3.141404276129243,64,2.0
84045057.0,0.28956914833684705,65,0.0
84045059.0,0.28956916188728626,66,0.0
84045061.0,3.1414042315738415,67,2.0
84045063.0,7.265157524717818,68,6.0
84045065.0,0.2895691243652864,69,0.0
84045067.0,0.28956921776106515,70,0.0
84045069.0,0.28956922219826237,71,0.0
84045071.0,0.28956914942064405,72,0.0
84045073.0,0.2895691851711892,73,0.0
84045075.0,0.28956910334695174,74,0.0
84045077.0,0.2895691340850702,75,0.0
84045079.0,13.363493581372882,76,12.0
84045081.0,0.289569141386553,77,0.0
84045083.0,4.212724446791063,78,3.0
84045085.0,4.212724493697917,79,3.0
84045087.0,0.28956914415520535,80,0.0
84045089.0,3.1414041374852544,81,2.0
84045091.0,1.930419248729768,82,1.0
84046003.0,0.28956914105511405,83,0.0
84046005.0,0.2895692069378917,84,0.0
84046007.0,0.28956912025334086,85,0.0
84046009.0,0.2895691985445663,86,0.0
84046011.0,0.28956924216839003,87,0.0
84046013.0,0.28956916524671616,88,0.0
84046015.0,0.28956922495567416,89,0.0
84046017.0,0.28956918844088286,90,0.0
84046019.0,0.2895691743147767,91,0.0
84046021.0,0.2895690932380691,92,0.0
84046023.0,0.28956909326687785,93,0.0
84046025.0,0.28956915449143017,94,0.0
84046027.0,0.28956914275187906,95,0.0
84046029.0,0.2895691763040576,96,0.0
84046031.0,0.28956916179066133,97,0.0
84046033.0,0.28956915652603105,98,0.0
84046035.0,0.2895691340817887,99,0.0
84046037.0,0.2895691367434632,100,0.0
84046039.0,0.2895692213032667,101,0.0
84046041.0,0.289569240249167,102,0.0
84046043.0,0.28956908600207265,103,0.0
84046045.0,0.28956911417836273,104,0.0
84046047.0,0.28956912915992744,105,0.0
84046049.0,0.28956910414772075,106,0.0
84046051.0,0.28956909971332967,107,0.0
84046053.0,0.2895690972162784,108,0.0
84046055.0,0.2895692005255473,109,0.0
