UID,City,State,Country,Key,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20
84019107,Keokuk,Iowa,US,"Keokuk, Iowa, US",0,0,0,0,0,0
84019109,Kossuth,Iowa,US,"Kossuth, Iowa, US",0,0,0,0,0,0
84019111,Lee,Iowa,US,"Lee, Iowa, US",0,0,0,0,0,0
84019113,Linn,Iowa,US,"Linn, Iowa, US",77,79,79,79,79,79
84019115,Louisa,Iowa,US,"Louisa, Iowa, US",11,11,11,11,11,11
84019117,Lucas,Iowa,US,"Lucas, Iowa, US",0,0,1,1,2,2
84019119,Lyon,Iowa,US,"Lyon, Iowa, US",0,0,0,0,0,0
84019121,Madison,Iowa,US,"Madison, Iowa, US",2,2,2,2,2,2
84019123,Mahaska,Iowa,US,"Mahaska, Iowa, US",10,10,10,12,12,13
84019125,Marion,Iowa,US,"Marion, Iowa, US",0,0,0,0,0,0
84019127,Marshall,Iowa,US,"Marshall, Iowa, US",16,16,16,18,18,18
84019129,Mills,Iowa,US,"Mills, Iowa, US",0,0,0,0,0,0
84019131,Mitchell,Iowa,US,"Mitchell, Iowa, US",0,0,0,0,0,0
84019133,Monona,Iowa,US,"Monona, Iowa, US",0,0,0,0,0,0
84019135,Monroe,Iowa,US,"Monroe, Iowa, US",5,5,5,5,5,5
84019137,Montgomery,Iowa,US,"Montgomery, Iowa, US",0,0,0,1,1,2
84019139,Muscatine,Iowa,US,"Muscatine, Iowa, US",41,41,41,41,41,41
84019141,O'Brien,Iowa,US,"O'Brien, Iowa, US",0,0,0,0,0,0
84019143,Osceola,Iowa,US,"Osceola, Iowa, US",0,0,0,0,0,0
84019145,Page,Iowa,US,"Page, Iowa, US",0,0,0,0,0,0
84019147,Palo Alto,Iowa,US,"Palo Alto, Iowa, US",0,0,0,0,0,0
84019149,Plymouth,Iowa,US,"Plymouth, Iowa, US",2,2,2,2,2,2
84019151,Pocahontas,Iowa,US,"Pocahontas, Iowa, US",0,0,0,0,0,0
84019153,Polk,Iowa,US,"Polk, Iowa, US",126,133,133,134,137,140
84019155,Pottawattamie,Iowa,US,"Pottawattamie, Iowa, US",8,8,8,10,10,10
84019157,Poweshiek,Iowa,US,"Poweshiek, Iowa, US",8,8,8,8,8,8
84019159,Ringgold,Iowa,US,"Ringgold, Iowa, US",0,0,0,0,0,0
84019161,Sac,Iowa,US,"Sac, Iowa, US",0,0,0,0,0,0
84019163,Scott,Iowa,US,"Scott, Iowa, US",10,10,10,10,10,10
84019165,Shelby,Iowa,US,"Shelby, Iowa, US",0,0,0,0,0,0
84019167,Sioux,Iowa,US,"Sioux, Iowa, US",0,0,0,0,0,0
84019169,Story,Iowa,US,"Story, Iowa, US",1,1,1,1,1,1
84019171,Tama,Iowa,US,"Tama, Iowa, US",27,27,27,28,29,29
84019173,Taylor,Iowa,US,"Taylor, Iowa, US",0,0,0,0,0,0
84019175,Union,Iowa,US,"Union, Iowa, US",0,0,0,0,0,0
84019177,Van Buren,Iowa,US,"Van Buren, Iowa, US",0,0,0,0,0,0
84019179,Wapello,Iowa,US,"Wapello, Iowa, US",10,12,13,14,14,15
84019181,Warren,Iowa,US,"Warren, Iowa, US",0,0,0,0,1,1
84019183,Washington,Iowa,US,"Washington, Iowa, US",8,8,8,8,8,8
84019185,Wayne,Iowa,US,"Wayne, Iowa, US",0,0,0,0,0,0
84019187,Webster,Iowa,US,"Webster, Iowa, US",1,1,1,1,1,1
84019189,Winnebago,Iowa,US,"Winnebago, Iowa, US",0,0,0,0,0,0
84019191,Winneshiek,Iowa,US,"Winneshiek, Iowa, US",0,0,0,0,0,0
84019193,Woodbury,Iowa,US,"Woodbury, Iowa, US",34,36,36,37,37,37
84019195,Worth,Iowa,US,"Worth, Iowa, US",0,0,0,0,0,0
84019197,Wright,Iowa,US,"Wright, Iowa, US",0,0,0,0,0,0
84020001,Allen,Kansas,US,"Allen, Kansas, US",0,0,0,0,0,0
84020003,Anderson,Kansas,US,"Anderson, Kansas, US",0,0,0,0,0,0
84020005,Atchison,Kansas,US,"Atchison, Kansas, US",0,0,0,0,0,0
84020007,Barber,Kansas,US,"Barber, Kansas, US",0,0,0,0,0,0
84020009,Barton,Kansas,US,"Barton, Kansas, US",1,1,1,1,1,2
84020011,Bourbon,Kansas,US,"Bourbon, Kansas, US",1,1,1,1,1,1
84020013,Brown,Kansas,US,"Brown, Kansas, US",0,0,0,0,0,0
84020015,Butler,Kansas,US,"Butler, Kansas, US",0,0,0,0,0,0
84020017,Chase,Kansas,US,"Chase, Kansas, US",0,0,0,0,0,0
84020019,Chautauqua,Kansas,US,"Chautauqua, Kansas, US",0,0,0,0,0,0
84020021,Cherokee,Kansas,US,"Cherokee, Kansas, US",0,0,0,0,0,0
84020023,Cheyenne,Kansas,US,"Cheyenne, Kansas, US",0,0,0,0,0,0
84020025,Clark,Kansas,US,"Clark, Kansas, US",1,1,1,1,1,1
84020027,Clay,Kansas,US,"Clay, Kansas, US",2,2,2,2,2,2
84020029,Cloud,Kansas,US,"Cloud, Kansas, US",0,0,0,0,0,0
84020031,Coffey,Kansas,US,"Coffey, Kansas, US",8,8,8,8,8,8
84020033,Comanche,Kansas,US,"Comanche, Kansas, US",0,0,0,0,0,0
84020035,Cowley,Kansas,US,"Cowley, Kansas, US",1,1,1,1,1,1
84020037,Crawford,Kansas,US,"Crawford, Kansas, US",1,1,1,1,1,1
84020039,Decatur,Kansas,US,"Decatur, Kansas, US",0,0,0,0,0,0
84020041,Dickinson,Kansas,US,"Dickinson, Kansas, US",0,0,0,0,0,0
84020043,Doniphan,Kansas,US,"Doniphan, Kansas, US",0,0,0,0,0,0
84020045,Douglas,Kansas,US,"Douglas, Kansas, US",0,0,0,0,0,0
84020047,Edwards,Kansas,US,"Edwards, Kansas, US",0,0,0,0,0,0
84020049,Elk,Kansas,US,"Elk, Kansas, US",0,0,0,0,0,0
84020051,Ellis,Kansas,US,"Ellis, Kansas, US",0,0,0,0,0,0
84020053,Ellsworth,Kansas,US,"Ellsworth, Kansas, US",0,0,0,0,0,0
84020055,Finney,Kansas,US,"Finney, Kansas, US",8,8,10,10,10,10
84020057,Ford,Kansas,US,"Ford, Kansas, US",8,8,8,8,8,8
84020059,Franklin,Kansas,US,"Franklin, Kansas, US",0,0,0,0,0,0
84020061,Geary,Kansas,US,"Geary, Kansas, US",0,0,0,1,1,1
84020063,Gove,Kansas,US,"Gove, Kansas, US",0,0,0,0,0,0
84020065,Graham,Kansas,US,"Graham, Kansas, US",0,0,0,0,0,0
84020067,Grant,Kansas,US,"Grant, Kansas, US",0,0,0,1,1,1
84020069,Gray,Kansas,US,"Gray, Kansas, US",0,0,0,0,0,0
84020071,Greeley,Kansas,US,"Greeley, Kansas, US",0,0,0,0,0,0
84020073,Greenwood,Kansas,US,"Greenwood, Kansas, US",0,0,0,0,0,0
84020075,Hamilton,Kansas,US,"Hamilton, Kansas, US",0,0,0,0,0,0
84020077,Harper,Kansas,US,"Harper, Kansas, US",0,0,0,0,0,0
84020079,Harvey,Kansas,US,"Harvey, Kansas, US",0,0,0,0,0,0
84020081,Haskell,Kansas,US,"Haskell, Kansas, US",0,0,0,0,0,0
84020083,Hodgeman,Kansas,US,"Hodgeman, Kansas, US",0,0,0,0,0,0
84020085,Jackson,Kansas,US,"Jackson, Kansas, US",1,1,1,1,1,1
84020087,Jefferson,Kansas,US,"Jefferson, Kansas, US",0,0,0,0,0,0
84020089,Jewell,Kansas,US,"Jewell, Kansas, US",0,0,0,0,0,0
84020091,Johnson,Kansas,US,"Johnson, Kansas, US",62,63,66,66,67,68
84020093,Kearny,Kansas,US,"Kearny, Kansas, US",1,1,1,1,1,1
84020095,Kingman,Kansas,US,"Kingman, Kansas, US",0,0,0,0,0,0
84020097,Kiowa,Kansas,US,"Kiowa, Kansas, US",0,0,0,0,0,0
84020099,Labette,Kansas,US,"Labette, Kansas, US",0,0,0,0,0,0
84020101,Lane,Kansas,US,"Lane, Kansas, US",0,0,0,0,0,0
84020103,Leavenworth,Kansas,US,"Leavenworth, Kansas, US",7,7,7,7,7,7
84020105,Lincoln,Kansas,US,"Lincoln, Kansas, US",0,0,0,0,0,0
84020107,Linn,Kansas,US,"Linn, Kansas, US",0,0,0,0,0,0
84020109,Logan,Kansas,US,"Logan, Kansas, US",0,0,0,0,0,0
84020111,Lyon,Kansas,US,"Lyon, Kansas, US",3,3,3,5,5,6
84020113,McPherson,Kansas,US,"McPherson, Kansas, US",0,0,0,0,0,0
84020115,Marion,Kansas,US,"Marion, Kansas, US",1,1,1,1,1,1
84020117,Marshall,Kansas,US,"Marshall, Kansas, US",0,0,0,0,0,0
84020119,Meade,Kansas,US,"Meade, Kansas, US",0,0,0,0,0,0
84020121,Miami,Kansas,US,"Miami, Kansas, US",0,0,0,0,0,0
84020123,Mitchell,Kansas,US,"Mitchell, Kansas, US",0,0,0,0,0,0
84020125,Montgomery,Kansas,US,"Montgomery, Kansas, US",2,2,2,2,2,2
84020127,Morris,Kansas,US,"Morris, Kansas, US",0,0,0,0,0,0
84020129,Morton,Kansas,US,"Morton, Kansas, US",0,0,0,0,0,1
84020131,Nemaha,Kansas,US,"Nemaha, Kansas, US",0,0,0,0,0,0
84020133,Neosho,Kansas,US,"Neosho, Kansas, US",0,0,0,0,0,0
84020135,Ness,Kansas,US,"Ness, Kansas, US",0,0,0,0,0,0
84020137,Norton,Kansas,US,"Norton, Kansas, US",0,0,0,0,0,0
84020139,Osage,Kansas,US,"Osage, Kansas, US",0,0,0,0,0,0
84020141,Osborne,Kansas,US,"Osborne, Kansas, US",0,0,0,0,0,0
84020143,Ottawa,Kansas,US,"Ottawa, Kansas, US",0,0,0,0,0,0
84020145,Pawnee,Kansas,US,"Pawnee, Kansas, US",0,0,0,0,0,0
84020147,Phillips,Kansas,US,"Phillips, Kansas, US",0,0,0,0,0,0
84020149,Pottawatomie,Kansas,US,"Pottawatomie, Kansas, US",0,0,0,0,0,0
84020151,Pratt,Kansas,US,"Pratt, Kansas, US",0,0,0,0,0,0
84020153,Rawlins,Kansas,US,"Rawlins, Kansas, US",0,0,0,0,0,0
84020155,Reno,Kansas,US,"Reno, Kansas, US",0,0,0,0,0,0
84020157,Republic,Kansas,US,"Republic, Kansas, US",0,0,0,0,0,0
84020159,Rice,Kansas,US,"Rice, Kansas, US",0,0,0,0,0,0
84020161,Riley,Kansas,US,"Riley, Kansas, US",1,1,1,1,1,1
84020163,Rooks,Kansas,US,"Rooks, Kansas, US",0,0,0,0,0,0
84020165,Rush,Kansas,US,"Rush, Kansas, US",0,0,0,0,0,0
84020167,Russell,Kansas,US,"Russell, Kansas, US",0,0,0,0,0,0
84020169,Saline,Kansas,US,"Saline, Kansas, US",2,2,2,2,2,2
84020171,Scott,Kansas,US,"Scott, Kansas, US",0,0,0,0,0,0
84020173,Sedgwick,Kansas,US,"Sedgwick, Kansas, US",21,21,21,21,21,21
84020175,Seward,Kansas,US,"Seward, Kansas, US",2,2,2,2,2,2
84020177,Shawnee,Kansas,US,"Shawnee, Kansas, US",7,7,7,7,7,7
84020179,Sheridan,Kansas,US,"Sheridan, Kansas, US",0,0,0,0,0,0
84020181,Sherman,Kansas,US,"Sherman, Kansas, US",0,0,0,0,0,0
84020183,Smith,Kansas,US,"Smith, Kansas, US",0,0,0,0,0,0
84020185,Stafford,Kansas,US,"Stafford, Kansas, US",0,0,0,0,0,0
84020187,Stanton,Kansas,US,"Stanton, Kansas, US",0,0,0,0,0,0
84020189,Stevens,Kansas,US,"Stevens, Kansas, US",0,0,0,0,0,0
84020191,Sumner,Kansas,US,"Sumner, Kansas, US",1,1,1,1,1,1
84020193,Thomas,Kansas,US,"Thomas, Kansas, US",0,0,0,0,0,0
84020195,Trego,Kansas,US,"Trego, Kansas, US",0,0,0,0,0,0
84020197,Wabaunsee,Kansas,US,"Wabaunsee, Kansas, US",0,0,0,0,0,0
84020199,Wallace,Kansas,US,"Wallace, Kansas, US",0,0,0,0,0,0
84020201,Washington,Kansas,US,"Washington, Kansas, US",0,0,0,0,0,0
84020203,Wichita,Kansas,US,"Wichita, Kansas, US",0,0,0,0,0,0
84020205,Wilson,Kansas,US,"Wilson, Kansas, US",0,0,0,0,0,0
84020207,Woodson,Kansas,US,"Woodson, Kansas, US",0,0,0,0,0,0
84020209,Wyandotte,Kansas,US,"Wyandotte, Kansas, US",73,74,74,74,74,75
84021001,Adair,Kentucky,US,"Adair, Kentucky, US",19,19,19,19,19,19
84021003,Allen,Kentucky,US,"Allen, Kentucky, US",3,3,3,3,3,3
84021005,Anderson,Kentucky,US,"Anderson, Kentucky, US",1,1,1,1,1,1
84021007,Ballard,Kentucky,US,"Ballard, Kentucky, US",0,0,0,0,0,0
84021009,Barren,Kentucky,US,"Barren, Kentucky, US",1,1,1,1,1,1
84021011,Bath,Kentucky,US,"Bath, Kentucky, US",1,1,1,1,1,1
84021013,Bell,Kentucky,US,"Bell, Kentucky, US",0,0,0,0,0,0
84021015,Boone,Kentucky,US,"Boone, Kentucky, US",17,17,17,17,18,18
84021017,Bourbon,Kentucky,US,"Bourbon, Kentucky, US",1,1,1,1,1,1
84021019,Boyd,Kentucky,US,"Boyd, Kentucky, US",3,3,3,3,3,3
84021021,Boyle,Kentucky,US,"Boyle, Kentucky, US",0,0,0,0,0,0
84021023,Bracken,Kentucky,US,"Bracken, Kentucky, US",0,0,0,0,0,0
84021025,Breathitt,Kentucky,US,"Breathitt, Kentucky, US",0,0,0,0,0,0
84021027,Breckinridge,Kentucky,US,"Breckinridge, Kentucky, US",2,2,2,2,2,2
84021029,Bullitt,Kentucky,US,"Bullitt, Kentucky, US",4,4,4,4,4,4
84021031,Butler,Kentucky,US,"Butler, Kentucky, US",13,13,13,13,13,13
84021033,Caldwell,Kentucky,US,"Caldwell, Kentucky, US",0,0,0,0,0,0
84021035,Calloway,Kentucky,US,"Calloway, Kentucky, US",1,1,1,1,1,1
84021037,Campbell,Kentucky,US,"Campbell, Kentucky, US",11,12,12,12,12,12
84021039,Carlisle,Kentucky,US,"Carlisle, Kentucky, US",1,1,1,1,1,1
84021041,Carroll,Kentucky,US,"Carroll, Kentucky, US",0,0,0,0,0,0
84021043,Carter,Kentucky,US,"Carter, Kentucky, US",0,0,0,0,0,0
84021045,Casey,Kentucky,US,"Casey, Kentucky, US",0,0,0,0,0,0
84021047,Christian,Kentucky,US,"Christian, Kentucky, US",3,3,3,3,3,3
84021049,Clark,Kentucky,US,"Clark, Kentucky, US",0,0,0,0,0,0
84021051,Clay,Kentucky,US,"Clay, Kentucky, US",0,0,1,1,1,1
84021053,Clinton,Kentucky,US,"Clinton, Kentucky, US",0,0,0,0,0,0
84021055,Crittenden,Kentucky,US,"Crittenden, Kentucky, US",1,1,1,1,1,1
84021057,Cumberland,Kentucky,US,"Cumberland, Kentucky, US",0,0,0,0,0,0
84021059,Daviess,Kentucky,US,"Daviess, Kentucky, US",6,6,6,6,6,7
84021061,Edmonson,Kentucky,US,"Edmonson, Kentucky, US",9,9,9,11,11,11
84021063,Elliott,Kentucky,US,"Elliott, Kentucky, US",0,0,0,0,0,0
84021065,Estill,Kentucky,US,"Estill, Kentucky, US",0,0,0,0,0,0
84021067,Fayette,Kentucky,US,"Fayette, Kentucky, US",13,13,13,13,13,14
84021069,Fleming,Kentucky,US,"Fleming, Kentucky, US",0,0,0,0,0,0
84021071,Floyd,Kentucky,US,"Floyd, Kentucky, US",0,0,0,0,0,0
84021073,Franklin,Kentucky,US,"Franklin, Kentucky, US",0,0,0,0,1,2
84021075,Fulton,Kentucky,US,"Fulton, Kentucky, US",0,0,0,0,0,0
84021077,Gallatin,Kentucky,US,"Gallatin, Kentucky, US",3,4,4,5,5,5
84021079,Garrard,Kentucky,US,"Garrard, Kentucky, US",0,0,0,0,0,0
84021081,Grant,Kentucky,US,"Grant, Kentucky, US",4,4,4,4,4,4
84021083,Graves,Kentucky,US,"Graves, Kentucky, US",19,19,19,19,19,20
84021085,Grayson,Kentucky,US,"Grayson, Kentucky, US",8,9,9,9,10,10
84021087,Green,Kentucky,US,"Green, Kentucky, US",0,0,0,0,0,0
84021089,Greenup,Kentucky,US,"Greenup, Kentucky, US",0,0,0,0,0,0
84021091,Hancock,Kentucky,US,"Hancock, Kentucky, US",0,0,0,0,0,0
84021093,Hardin,Kentucky,US,"Hardin, Kentucky, US",2,2,2,2,2,2
84021095,Harlan,Kentucky,US,"Harlan, Kentucky, US",0,0,0,0,0,0
84021097,Harrison,Kentucky,US,"Harrison, Kentucky, US",0,0,0,0,0,0
84021099,Hart,Kentucky,US,"Hart, Kentucky, US",0,0,0,0,0,0
84021101,Henderson,Kentucky,US,"Henderson, Kentucky, US",3,3,3,3,3,3
84021103,Henry,Kentucky,US,"Henry, Kentucky, US",0,0,0,0,0,0
84021105,Hickman,Kentucky,US,"Hickman, Kentucky, US",0,0,0,0,0,0
84021107,Hopkins,Kentucky,US,"Hopkins, Kentucky, US",30,30,30,31,31,31
84021109,Jackson,Kentucky,US,"Jackson, Kentucky, US",13,13,13,13,13,13
84021111,Jefferson,Kentucky,US,"Jefferson, Kentucky, US",153,156,157,160,163,167
84021113,Jessamine,Kentucky,US,"Jessamine, Kentucky, US",0,0,0,0,0,0
84021115,Johnson,Kentucky,US,"Johnson, Kentucky, US",0,0,0,0,0,0
84021117,Kenton,Kentucky,US,"Kenton, Kentucky, US",33,34,34,34,35,35
84021119,Knott,Kentucky,US,"Knott, Kentucky, US",0,0,0,0,0,0
84021121,Knox,Kentucky,US,"Knox, Kentucky, US",0,0,0,0,0,0
84021123,Larue,Kentucky,US,"Larue, Kentucky, US",0,0,0,0,0,0
84021125,Laurel,Kentucky,US,"Laurel, Kentucky, US",2,2,2,2,2,2
84021127,Lawrence,Kentucky,US,"Lawrence, Kentucky, US",0,0,0,0,0,0
84021129,Lee,Kentucky,US,"Lee, Kentucky, US",0,0,0,0,0,0
84021131,Leslie,Kentucky,US,"Leslie, Kentucky, US",0,0,0,0,0,0
84021133,Letcher,Kentucky,US,"Letcher, Kentucky, US",0,0,0,0,0,0
84021135,Lewis,Kentucky,US,"Lewis, Kentucky, US",0,0,0,0,0,0
84021137,Lincoln,Kentucky,US,"Lincoln, Kentucky, US",1,1,1,1,1,1
84021139,Livingston,Kentucky,US,"Livingston, Kentucky, US",0,0,0,0,0,0
84021141,Logan,Kentucky,US,"Logan, Kentucky, US",3,4,4,4,4,4
84021143,Lyon,Kentucky,US,"Lyon, Kentucky, US",3,3,3,3,3,3
84021145,McCracken,Kentucky,US,"McCracken, Kentucky, US",2,2,2,2,2,2
84021147,McCreary,Kentucky,US,"McCreary, Kentucky, US",0,0,0,0,0,0
84021149,McLean,Kentucky,US,"McLean, Kentucky, US",1,1,1,1,1,1
84021151,Madison,Kentucky,US,"Madison, Kentucky, US",1,1,1,1,1,1
84021153,Magoffin,Kentucky,US,"Magoffin, Kentucky, US",0,0,0,0,0,0
84021155,Marion,Kentucky,US,"Marion, Kentucky, US",0,0,0,0,0,0
84021157,Marshall,Kentucky,US,"Marshall, Kentucky, US",2,2,2,2,2,2
84021159,Martin,Kentucky,US,"Martin, Kentucky, US",0,0,0,0,0,0
84021161,Mason,Kentucky,US,"Mason, Kentucky, US",0,0,0,0,0,0
84021163,Meade,Kentucky,US,"Meade, Kentucky, US",2,2,2,2,2,2
84021165,Menifee,Kentucky,US,"Menifee, Kentucky, US",0,0,0,0,0,0
84021167,Mercer,Kentucky,US,"Mercer, Kentucky, US",0,0,0,0,0,0
84021169,Metcalfe,Kentucky,US,"Metcalfe, Kentucky, US",1,1,1,1,2,2
84021171,Monroe,Kentucky,US,"Monroe, Kentucky, US",0,0,0,0,0,0
84021173,Montgomery,Kentucky,US,"Montgomery, Kentucky, US",0,0,0,0,0,0
84021175,Morgan,Kentucky,US,"Morgan, Kentucky, US",0,0,0,0,0,0
84021177,Muhlenberg,Kentucky,US,"Muhlenberg, Kentucky, US",7,7,8,8,8,8
84021179,Nelson,Kentucky,US,"Nelson, Kentucky, US",1,1,1,1,1,1
84021181,Nicholas,Kentucky,US,"Nicholas, Kentucky, US",0,0,0,0,0,0
84021183,Ohio,Kentucky,US,"Ohio, Kentucky, US",0,0,0,0,0,0
84021185,Oldham,Kentucky,US,"Oldham, Kentucky, US",5,5,5,5,5,5
84021187,Owen,Kentucky,US,"Owen, Kentucky, US",0,0,0,0,0,0
84021189,Owsley,Kentucky,US,"Owsley, Kentucky, US",0,0,0,0,0,0
84021191,Pendleton,Kentucky,US,"Pendleton, Kentucky, US",0,0,0,0,0,0
84021193,Perry,Kentucky,US,"Perry, Kentucky, US",0,0,0,0,0,0
84021195,Pike,Kentucky,US,"Pike, Kentucky, US",2,2,2,2,2,2
84021197,Powell,Kentucky,US,"Powell, Kentucky, US",0,0,0,0,0,0
84021199,Pulaski,Kentucky,US,"Pulaski, Kentucky, US",2,2,2,2,2,2
84021201,Robertson,Kentucky,US,"Robertson, Kentucky, US",0,0,0,0,0,0
84021203,Rockcastle,Kentucky,US,"Rockcastle, Kentucky, US",0,0,0,0,0,0
84021205,Rowan,Kentucky,US,"Rowan, Kentucky, US",0,0,0,0,0,0
84021207,Russell,Kentucky,US,"Russell, Kentucky, US",4,4,4,4,4,4
84021209,Scott,Kentucky,US,"Scott, Kentucky, US",0,0,0,0,0,0
84021211,Shelby,Kentucky,US,"Shelby, Kentucky, US",4,4,4,5,5,5
84021213,Simpson,Kentucky,US,"Simpson, Kentucky, US",3,3,3,3,3,3
84021215,Spencer,Kentucky,US,"Spencer, Kentucky, US",0,0,0,0,0,0
84021217,Taylor,Kentucky,US,"Taylor, Kentucky, US",1,1,1,1,1,1
84021219,Todd,Kentucky,US,"Todd, Kentucky, US",0,0,0,0,0,0
84021221,Trigg,Kentucky,US,"Trigg, Kentucky, US",0,0,0,0,0,0
84021223,Trimble,Kentucky,US,"Trimble, Kentucky, US",0,0,0,0,0,0
84021225,Union,Kentucky,US,"Union, Kentucky, US",0,0,0,0,0,0
84021227,Warren,Kentucky,US,"Warren, Kentucky, US",6,6,6,6,6,6
84021229,Washington,Kentucky,US,"Washington, Kentucky, US",0,0,0,0,0,0
84021231,Wayne,Kentucky,US,"Wayne, Kentucky, US",0,0,0,0,0,0
84021233,Webster,Kentucky,US,"Webster, Kentucky, US",0,0,0,0,0,0
84021235,Whitley,Kentucky,US,"Whitley, Kentucky, US",0,0,0,0,0,0
84021237,Wolfe,Kentucky,US,"Wolfe, Kentucky, US",0,0,0,0,0,0
84021239,Woodford,Kentucky,US,"Woodford, Kentucky, US",0,0,0,0,0,0
84022001,Acadia,Louisiana,US,"Acadia, Louisiana, US",23,23,24,26,26,26
84022003,Allen,Louisiana,US,"Allen, Louisiana, US",10,10,10,10,10,10
84022005,Ascension,Louisiana,US,"Ascension, Louisiana, US",56,56,56,57,57,58
84022007,Assumption,Louisiana,US,"Assumption, Louisiana, US",14,14,14,14,14,13
84022009,Avoyelles,Louisiana,US,"Avoyelles, Louisiana, US",9,9,9,9,9,9
84022011,Beauregard,Louisiana,US,"Beauregard, Louisiana, US",4,4,4,4,4,4
84022013,Bienville,Louisiana,US,"Bienville, Louisiana, US",23,23,23,23,23,23
84022015,Bossier,Louisiana,US,"Bossier, Louisiana, US",26,26,26,25,25,25
84022017,Caddo,Louisiana,US,"Caddo, Louisiana, US",188,189,190,198,198,203
84022019,Calcasieu,Louisiana,US,"Calcasieu, Louisiana, US",49,49,49,49,49,51
84022021,Caldwell,Louisiana,US,"Caldwell, Louisiana, US",0,0,0,0,1,1
84022023,Cameron,Louisiana,US,"Cameron, Louisiana, US",0,0,0,0,0,0
84022025,Catahoula,Louisiana,US,"Catahoula, Louisiana, US",3,3,3,3,3,3
84022027,Claiborne,Louisiana,US,"Claiborne, Louisiana, US",10,10,10,10,10,10
84022029,Concordia,Louisiana,US,"Concordia, Louisiana, US",5,5,5,5,5,5
84022031,De Soto,Louisiana,US,"De Soto, Louisiana, US",17,17,17,17,17,17
84022033,East Baton Rouge,Louisiana,US,"East Baton Rouge, Louisiana, US",239,239,240,242,246,250
84022035,East Carroll,Louisiana,US,"East Carroll, Louisiana, US",0,0,0,0,0,0
84022037,East Feliciana,Louisiana,US,"East Feliciana, Louisiana, US",30,30,30,30,30,30
84022039,Evangeline,Louisiana,US,"Evangeline, Louisiana, US",1,1,1,1,1,1
84022041,Franklin,Louisiana,US,"Franklin, Louisiana, US",10,10,10,12,12,12
84022043,Grant,Louisiana,US,"Grant, Louisiana, US",1,1,1,1,1,1
84022045,Iberia,Louisiana,US,"Iberia, Louisiana, US",38,38,38,38,38,39
84022047,Iberville,Louisiana,US,"Iberville, Louisiana, US",41,41,41,42,42,42
84022049,Jackson,Louisiana,US,"Jackson, Louisiana, US",13,13,15,15,15,15
84022051,Jefferson,Louisiana,US,"Jefferson, Louisiana, US",450,451,453,454,455,457
84022053,Jefferson Davis,Louisiana,US,"Jefferson Davis, Louisiana, US",7,7,7,7,7,7
84022055,Lafayette,Louisiana,US,"Lafayette, Louisiana, US",26,26,27,27,28,29
84022057,Lafourche,Louisiana,US,"Lafourche, Louisiana, US",71,72,72,72,72,73
84022059,LaSalle,Louisiana,US,"LaSalle,Louisiana,US",0,0,1,0,0,0
84022061,Lincoln,Louisiana,US,"Lincoln, Louisiana, US",14,14,14,16,16,17
84022063,Livingston,Louisiana,US,"Livingston, Louisiana, US",29,29,30,31,31,31
84022065,Madison,Louisiana,US,"Madison, Louisiana, US",0,0,2,2,2,2
84022067,Morehouse,Louisiana,US,"Morehouse, Louisiana, US",5,5,5,5,5,5
84022069,Natchitoches,Louisiana,US,"Natchitoches, Louisiana, US",13,13,13,13,13,13
84022071,Orleans,Louisiana,US,"Orleans, Louisiana, US",507,507,506,509,511,511
84022073,Ouachita,Louisiana,US,"Ouachita, Louisiana, US",41,41,44,48,49,51
84022075,Plaquemines,Louisiana,US,"Plaquemines, Louisiana, US",17,17,17,17,17,17
84022077,Pointe Coupee,Louisiana,US,"Pointe Coupee, Louisiana, US",24,24,25,25,25,25
84022079,Rapides,Louisiana,US,"Rapides, Louisiana, US",26,28,31,33,33,36
84022081,Red River,Louisiana,US,"Red River, Louisiana, US",7,7,7,7,7,7
84022083,Richland,Louisiana,US,"Richland, Louisiana, US",3,3,3,3,3,3
84022085,Sabine,Louisiana,US,"Sabine, Louisiana, US",0,0,0,0,0,0
84022087,St. Bernard,Louisiana,US,"St. Bernard, Louisiana, US",22,22,22,22,22,22
84022089,St. Charles,Louisiana,US,"St. Charles, Louisiana, US",44,44,45,45,45,45
84022091,St. Helena,Louisiana,US,"St. Helena, Louisiana, US",1,1,1,1,1,1
84022093,St. James,Louisiana,US,"St. James, Louisiana, US",25,25,27,27,27,27
84022095,St. John the Baptist,Louisiana,US,"St. John the Baptist, Louisiana, US",79,79,82,82,82,84
84022097,St. Landry,Louisiana,US,"St. Landry, Louisiana, US",54,54,54,54,54,54
84022099,St. Martin,Louisiana,US,"St. Martin, Louisiana, US",23,23,23,23,23,24
84022101,St. Mary,Louisiana,US,"St. Mary, Louisiana, US",30,30,31,32,32,32
84022103,St. Tammany,Louisiana,US,"St. Tammany, Louisiana, US",158,158,159,162,162,163
84022105,Tangipahoa,Louisiana,US,"Tangipahoa, Louisiana, US",35,35,37,39,39,39
84022107,Tensas,Louisiana,US,"Tensas, Louisiana, US",0,0,0,0,0,0
84022109,Terrebonne,Louisiana,US,"Terrebonne, Louisiana, US",52,51,54,55,55,55
84022111,Union,Louisiana,US,"Union, Louisiana, US",17,17,19,19,19,20
84022113,Vermilion,Louisiana,US,"Vermilion, Louisiana, US",3,3,3,3,4,4
84022115,Vernon,Louisiana,US,"Vernon, Louisiana, US",3,3,3,3,3,3
84022117,Washington,Louisiana,US,"Washington, Louisiana, US",38,38,38,39,41,42
