UID,City,State,Country,Key,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20
84031169,Thayer,Nebraska,US,"Thayer, Nebraska, US",0,0,0,0,0,0
84031171,Thomas,Nebraska,US,"Thomas, Nebraska, US",0,0,0,0,0,0
84031173,Thurston,Nebraska,US,"Thurston, Nebraska, US",0,0,0,0,0,0
84031175,Valley,Nebraska,US,"Valley, Nebraska, US",0,0,0,0,0,0
84031177,Washington,Nebraska,US,"Washington, Nebraska, US",1,1,1,1,1,1
84031179,Wayne,Nebraska,US,"Wayne, Nebraska, US",0,0,0,0,0,0
84031181,Webster,Nebraska,US,"Webster, Nebraska, US",0,0,0,0,0,0
84031183,Wheeler,Nebraska,US,"Wheeler, Nebraska, US",0,0,0,0,0,0
84031185,York,Nebraska,US,"York, Nebraska, US",0,0,0,0,0,0
84032001,Churchill,Nevada,US,"Churchill, Nevada, US",1,1,1,1,1,1
84032003,Clark,Nevada,US,"Clark, Nevada, US",343,343,343,355,355,357
84032005,Douglas,Nevada,US,"Douglas, Nevada, US",0,0,0,0,0,0
84032007,Elko,Nevada,US,"Elko, Nevada, US",1,1,1,1,1,1
84032009,Esmeralda,Nevada,US,"Esmeralda, Nevada, US",0,0,0,0,0,0
84032011,Eureka,Nevada,US,"Eureka, Nevada, US",0,0,0,0,0,0
84032013,Humboldt,Nevada,US,"Humboldt, Nevada, US",4,4,4,4,4,4
84032015,Lander,Nevada,US,"Lander, Nevada, US",0,0,0,0,0,0
84032017,Lincoln,Nevada,US,"Lincoln, Nevada, US",0,0,0,0,0,0
84032019,Lyon,Nevada,US,"Lyon, Nevada, US",1,1,1,1,1,1
84032021,Mineral,Nevada,US,"Mineral, Nevada, US",0,0,0,0,0,0
84032023,Nye,Nevada,US,"Nye, Nevada, US",2,2,2,2,2,2
84032027,Pershing,Nevada,US,"Pershing, Nevada, US",0,0,0,0,0,0
84032029,Storey,Nevada,US,"Storey, Nevada, US",0,0,0,0,0,0
84032031,Washoe,Nevada,US,"Washoe, Nevada, US",59,59,59,61,61,65
84032033,White Pine,Nevada,US,"White Pine, Nevada, US",0,0,0,0,0,0
84032510,Carson City,Nevada,US,"Carson City, Nevada, US",4,4,4,4,5,5
84033001,Belknap,New Hampshire,US,"Belknap, New Hampshire, US",0,0,0,0,0,0
84033003,Carroll,New Hampshire,US,"Carroll, New Hampshire, US",0,0,0,0,0,0
84033005,Cheshire,New Hampshire,US,"Cheshire, New Hampshire, US",2,2,2,2,2,2
84033007,Coos,New Hampshire,US,"Coos, New Hampshire, US",0,0,0,0,0,0
84033009,Grafton,New Hampshire,US,"Grafton, New Hampshire, US",1,1,1,1,1,1
84033011,Hillsborough,New Hampshire,US,"Hillsborough, New Hampshire, US",139,139,148,155,162,162
84033013,Merrimack,New Hampshire,US,"Merrimack, New Hampshire, US",14,14,15,17,18,18
84033015,Rockingham,New Hampshire,US,"Rockingham, New Hampshire, US",75,75,76,76,76,76
84033017,Strafford,New Hampshire,US,"Strafford, New Hampshire, US",13,13,13,13,13,13
84033019,Sullivan,New Hampshire,US,"Sullivan, New Hampshire, US",1,1,1,1,1,1
84034001,Atlantic,New Jersey,US,"Atlantic, New Jersey, US",159,159,162,163,164,167
84034003,Bergen,New Jersey,US,"Bergen, New Jersey, US",1579,1580,1584,1595,1603,1611
84034005,Burlington,New Jersey,US,"Burlington, New Jersey, US",291,294,297,302,307,311
84034007,Camden,New Jersey,US,"Camden, New Jersey, US",338,338,339,346,352,357
84034009,Cape May,New Jersey,US,"Cape May, New Jersey, US",49,49,50,50,50,50
84034011,Cumberland,New Jersey,US,"Cumberland, New Jersey, US",73,75,78,79,79,86
84034013,Essex,New Jersey,US,"Essex, New Jersey, US",1664,1667,1672,1687,1694,1702
84034015,Gloucester,New Jersey,US,"Gloucester, New Jersey, US",147,148,148,149,150,151
84034017,Hudson,New Jersey,US,"Hudson, New Jersey, US",1183,1183,1188,1192,1199,1205
84034019,Hunterdon,New Jersey,US,"Hunterdon, New Jersey, US",60,60,60,61,61,62
84034021,Mercer,New Jersey,US,"Mercer, New Jersey, US",472,475,477,485,492,499
84034023,Middlesex,New Jersey,US,"Middlesex, New Jersey, US",994,996,997,1004,1015,1025
84034025,Monmouth,New Jersey,US,"Monmouth, New Jersey, US",597,599,608,619,627,630
84034027,Morris,New Jersey,US,"Morris, New Jersey, US",615,616,617,619,622,625
84034029,Ocean,New Jersey,US,"Ocean, New Jersey, US",739,740,743,755,763,765
84034031,Passaic,New Jersey,US,"Passaic, New Jersey, US",928,929,931,940,954,957
84034033,Salem,New Jersey,US,"Salem, New Jersey, US",38,41,42,44,46,49
84034035,Somerset,New Jersey,US,"Somerset, New Jersey, US",419,419,419,423,423,424
84034037,Sussex,New Jersey,US,"Sussex, New Jersey, US",149,149,149,149,149,149
84034039,Union,New Jersey,US,"Union, New Jersey, US",1073,1074,1078,1086,1088,1092
84034041,Warren,New Jersey,US,"Warren, New Jersey, US",131,132,132,132,132,132
84035001,Bernalillo,New Mexico,US,"Bernalillo, New Mexico, US",71,71,72,72,73,74
84035003,Catron,New Mexico,US,"Catron, New Mexico, US",1,1,1,1,1,1
84035005,Chaves,New Mexico,US,"Chaves, New Mexico, US",2,2,2,2,2,2
84035006,Cibola,New Mexico,US,"Cibola, New Mexico, US",5,5,6,6,6,6
84035007,Colfax,New Mexico,US,"Colfax, New Mexico, US",0,0,0,0,0,0
84035009,Curry,New Mexico,US,"Curry, New Mexico, US",0,0,0,0,0,0
84035011,De Baca,New Mexico,US,"De Baca, New Mexico, US",0,0,0,0,0,0
84035013,Dona Ana,New Mexico,US,"Dona Ana, New Mexico, US",3,3,3,3,3,3
84035015,Eddy,New Mexico,US,"Eddy, New Mexico, US",1,1,1,1,1,1
84035017,Grant,New Mexico,US,"Grant, New Mexico, US",0,0,0,0,0,0
84035019,Guadalupe,New Mexico,US,"Guadalupe, New Mexico, US",0,0,0,0,0,0
84035021,Harding,New Mexico,US,"Harding, New Mexico, US",0,0,0,0,0,0
84035023,Hidalgo,New Mexico,US,"Hidalgo, New Mexico, US",0,0,0,0,0,0
84035025,Lea,New Mexico,US,"Lea, New Mexico, US",0,0,0,0,0,0
84035027,Lincoln,New Mexico,US,"Lincoln, New Mexico, US",0,0,0,0,0,0
84035028,Los Alamos,New Mexico,US,"Los Alamos, New Mexico, US",0,0,0,0,0,0
84035029,Luna,New Mexico,US,"Luna, New Mexico, US",1,1,1,1,1,1
84035031,McKinley,New Mexico,US,"McKinley, New Mexico, US",110,112,114,119,124,125
84035033,Mora,New Mexico,US,"Mora, New Mexico, US",0,0,0,0,0,0
84035035,Otero,New Mexico,US,"Otero, New Mexico, US",2,3,3,3,3,4
84035037,Quay,New Mexico,US,"Quay, New Mexico, US",1,1,1,1,1,1
84035039,Rio Arriba,New Mexico,US,"Rio Arriba, New Mexico, US",1,1,1,1,1,1
84035041,Roosevelt,New Mexico,US,"Roosevelt, New Mexico, US",0,0,0,0,0,0
84035043,Sandoval,New Mexico,US,"Sandoval, New Mexico, US",27,27,27,27,27,27
84035045,San Juan,New Mexico,US,"San Juan, New Mexico, US",121,123,124,127,129,130
84035047,San Miguel,New Mexico,US,"San Miguel, New Mexico, US",0,0,0,0,0,0
84035049,Santa Fe,New Mexico,US,"Santa Fe, New Mexico, US",3,3,3,3,3,3
84035051,Sierra,New Mexico,US,"Sierra, New Mexico, US",0,0,0,0,0,0
84035053,Socorro,New Mexico,US,"Socorro, New Mexico, US",4,5,5,5,5,5
84035055,Taos,New Mexico,US,"Taos, New Mexico, US",0,0,0,0,0,0
84035057,Torrance,New Mexico,US,"Torrance, New Mexico, US",1,1,1,1,1,1
84035059,Union,New Mexico,US,"Union, New Mexico, US",0,0,0,0,0,0
84035061,Valencia,New Mexico,US,"Valencia, New Mexico, US",2,2,2,2,2,2
84036001,Albany,New York,US,"Albany, New York, US",76,112,112,112,112,112
84036003,Allegany,New York,US,"Allegany, New York, US",0,0,0,0,0,0
84036005,Bronx,New York,US,"Bronx, New York, US",0,0,0,0,0,0
84036007,Broome,New York,US,"Broome, New York, US",44,44,44,44,45,52
84036009,Cattaraugus,New York,US,"Cattaraugus, New York, US",0,0,0,0,0,5
84036011,Cayuga,New York,US,"Cayuga, New York, US",1,1,1,1,1,2
84036013,Chautauqua,New York,US,"Chautauqua, New York, US",4,4,4,4,4,4
84036015,Chemung,New York,US,"Chemung, New York, US",1,1,1,1,1,2
84036017,Chenango,New York,US,"Chenango, New York, US",0,0,0,0,0,5
84036019,Clinton,New York,US,"Clinton, New York, US",4,4,4,4,4,4
84036021,Columbia,New York,US,"Columbia, New York, US",32,34,34,34,34,34
84036023,Cortland,New York,US,"Cortland, New York, US",0,0,0,0,0,0
84036025,Delaware,New York,US,"Delaware, New York, US",4,4,4,4,4,4
84036027,Dutchess,New York,US,"Dutchess, New York, US",139,142,142,142,142,142
84036029,Erie,New York,US,"Erie, New York, US",516,524,524,524,549,549
84036031,Essex,New York,US,"Essex, New York, US",0,0,0,0,0,0
84036033,Franklin,New York,US,"Franklin, New York, US",0,0,0,0,0,0
84036035,Fulton,New York,US,"Fulton, New York, US",18,18,18,18,18,24
84036037,Genesee,New York,US,"Genesee, New York, US",4,4,4,4,5,5
84036039,Greene,New York,US,"Greene, New York, US",18,18,18,18,18,18
84036041,Hamilton,New York,US,"Hamilton, New York, US",0,0,0,0,0,0
84036043,Herkimer,New York,US,"Herkimer, New York, US",3,3,3,3,3,3
84036045,Jefferson,New York,US,"Jefferson, New York, US",0,0,0,0,0,0
84036047,Kings,New York,US,"Kings, New York, US",0,0,0,0,0,0
84036049,Lewis,New York,US,"Lewis, New York, US",0,0,0,0,0,0
84036051,Livingston,New York,US,"Livingston, New York, US",7,7,7,7,7,7
84036053,Madison,New York,US,"Madison, New York, US",10,10,10,10,15,15
84036055,Monroe,New York,US,"Monroe, New York, US",216,216,216,216,230,230
84036057,Montgomery,New York,US,"Montgomery, New York, US",4,4,4,4,4,4
84036059,Nassau,New York,US,"Nassau, New York, US",2122,2125,2127,2130,2132,2132
84036061,New York,New York,US,"New York City, New York, US",21569,21607,21649,21688,21752,21782
84036063,Niagara,New York,US,"Niagara, New York, US",63,65,65,65,70,70
84036065,Oneida,New York,US,"Oneida, New York, US",46,49,49,49,58,58
84036067,Onondaga,New York,US,"Onondaga, New York, US",131,139,139,139,149,149
84036069,Ontario,New York,US,"Ontario, New York, US",9,9,9,9,9,9
84036071,Orange,New York,US,"Orange, New York, US",444,444,444,444,444,444
84036073,Orleans,New York,US,"Orleans, New York, US",33,37,37,37,41,41
84036075,Oswego,New York,US,"Oswego, New York, US",3,3,3,3,3,3
84036077,Otsego,New York,US,"Otsego, New York, US",5,5,5,5,5,5
84036079,Putnam,New York,US,"Putnam, New York, US",60,60,60,60,60,60
84036081,Queens,New York,US,"Queens, New York, US",0,0,0,0,0,0
84036083,Rensselaer,New York,US,"Rensselaer, New York, US",28,28,28,28,28,28
84036085,Richmond,New York,US,"Richmond, New York, US",0,0,0,0,0,0
84036087,Rockland,New York,US,"Rockland, New York, US",631,646,646,646,655,655
84036089,St. Lawrence,New York,US,"St. Lawrence, New York, US",2,2,2,2,2,2
84036091,Saratoga,New York,US,"Saratoga, New York, US",14,14,14,14,14,14
84036093,Schenectady,New York,US,"Schenectady, New York, US",29,29,29,29,29,30
84036095,Schoharie,New York,US,"Schoharie, New York, US",0,0,0,0,0,0
84036097,Schuyler,New York,US,"Schuyler, New York, US",0,0,0,0,0,0
84036099,Seneca,New York,US,"Seneca, New York, US",0,0,0,0,0,0
84036101,Steuben,New York,US,"Steuben, New York, US",41,41,41,41,41,41
84036103,Suffolk,New York,US,"Suffolk, New York, US",1901,1906,1909,1915,1916,1918
84036105,Sullivan,New York,US,"Sullivan, New York, US",31,31,31,31,31,31
84036107,Tioga,New York,US,"Tioga, New York, US",21,21,21,21,22,22
84036109,Tompkins,New York,US,"Tompkins, New York, US",0,0,0,0,0,0
84036111,Ulster,New York,US,"Ulster, New York, US",74,77,77,77,77,77
84036113,Warren,New York,US,"Warren, New York, US",28,28,28,28,28,28
84036115,Washington,New York,US,"Washington, New York, US",13,13,13,13,13,13
84036117,Wayne,New York,US,"Wayne, New York, US",3,3,3,3,3,3
84036119,Westchester,New York,US,"Westchester, New York, US",1371,1374,1378,1381,1385,1389
84036121,Wyoming,New York,US,"Wyoming, New York, US",5,5,5,5,5,5
84036123,Yates,New York,US,"Yates, New York, US",6,6,6,6,6,6
84037001,Alamance,North Carolina,US,"Alamance, North Carolina, US",24,26,26,29,29,30
84037003,Alexander,North Carolina,US,"Alexander,North Carolina,US",0,0,0,0,0,0
84037005,Alleghany,North Carolina,US,"Alleghany, North Carolina, US",0,0,0,0,0,0
84037007,Anson,North Carolina,US,"Anson, North Carolina, US",1,1,1,1,1,1
84037009,Ashe,North Carolina,US,"Ashe, North Carolina, US",0,0,0,0,0,0
84037011,Avery,North Carolina,US,"Avery, North Carolina, US",0,0,0,0,0,0
84037013,Beaufort,North Carolina,US,"Beaufort, North Carolina, US",0,0,0,0,0,0
84037015,Bertie,North Carolina,US,"Bertie, North Carolina, US",4,4,4,4,4,4
84037017,Bladen,North Carolina,US,"Bladen, North Carolina, US",2,2,2,2,2,2
84037019,Brunswick,North Carolina,US,"Brunswick, North Carolina, US",2,2,3,3,3,3
84037021,Buncombe,North Carolina,US,"Buncombe, North Carolina, US",23,24,29,30,30,30
84037023,Burke,North Carolina,US,"Burke, North Carolina, US",15,15,15,16,16,16
84037025,Cabarrus,North Carolina,US,"Cabarrus, North Carolina, US",22,22,22,22,23,24
84037027,Caldwell,North Carolina,US,"Caldwell, North Carolina, US",3,3,3,3,3,3
84037029,Camden,North Carolina,US,"Camden, North Carolina, US",0,0,0,0,0,0
84037031,Carteret,North Carolina,US,"Carteret, North Carolina, US",9,9,9,9,3,3
84037033,Caswell,North Carolina,US,"Caswell, North Carolina, US",1,1,1,1,1,1
84037035,Catawba,North Carolina,US,"Catawba, North Carolina, US",7,7,7,9,9,9
84037037,Chatham,North Carolina,US,"Chatham, North Carolina, US",26,26,26,27,27,29
84037039,Cherokee,North Carolina,US,"Cherokee, North Carolina, US",1,1,1,1,1,1
84037041,Chowan,North Carolina,US,"Chowan, North Carolina, US",0,0,0,0,0,0
84037043,Clay,North Carolina,US,"Clay, North Carolina, US",0,0,0,0,0,0
84037045,Cleveland,North Carolina,US,"Cleveland, North Carolina, US",2,2,2,2,2,2
84037047,Columbus,North Carolina,US,"Columbus, North Carolina, US",26,27,27,27,27,27
84037049,Craven,North Carolina,US,"Craven, North Carolina, US",5,5,5,5,5,5
84037051,Cumberland,North Carolina,US,"Cumberland, North Carolina, US",23,24,24,25,25,25
84037053,Currituck,North Carolina,US,"Currituck, North Carolina, US",0,0,0,0,0,0
84037055,Dare,North Carolina,US,"Dare, North Carolina, US",3,3,3,3,1,1
84037057,Davidson,North Carolina,US,"Davidson, North Carolina, US",13,13,13,13,13,13
84037059,Davie,North Carolina,US,"Davie, North Carolina, US",2,2,2,2,2,2
84037061,Duplin,North Carolina,US,"Duplin, North Carolina, US",18,18,18,20,20,20
84037063,Durham,North Carolina,US,"Durham, North Carolina, US",47,47,47,49,49,49
84037065,Edgecombe,North Carolina,US,"Edgecombe, North Carolina, US",9,9,9,9,9,9
84037067,Forsyth,North Carolina,US,"Forsyth, North Carolina, US",11,11,13,14,17,17
84037069,Franklin,North Carolina,US,"Franklin, North Carolina, US",22,22,22,22,22,22
84037071,Gaston,North Carolina,US,"Gaston, North Carolina, US",7,7,7,7,8,8
84037073,Gates,North Carolina,US,"Gates, North Carolina, US",1,1,1,1,1,1
84037075,Graham,North Carolina,US,"Graham, North Carolina, US",0,0,0,0,0,0
84037077,Granville,North Carolina,US,"Granville, North Carolina, US",10,10,10,11,12,13
84037079,Greene,North Carolina,US,"Greene, North Carolina, US",2,2,2,2,2,2
84037081,Guilford,North Carolina,US,"Guilford, North Carolina, US",65,65,65,71,71,75
84037083,Halifax,North Carolina,US,"Halifax, North Carolina, US",1,1,1,1,1,1
84037085,Harnett,North Carolina,US,"Harnett, North Carolina, US",27,27,28,28,28,28
84037087,Haywood,North Carolina,US,"Haywood, North Carolina, US",0,0,0,0,0,0
84037089,Henderson,North Carolina,US,"Henderson, North Carolina, US",46,46,46,47,47,47
84037091,Hertford,North Carolina,US,"Hertford, North Carolina, US",2,2,2,3,3,3
84037093,Hoke,North Carolina,US,"Hoke, North Carolina, US",1,1,1,1,1,1
84037095,Hyde,North Carolina,US,"Hyde, North Carolina, US",0,0,0,0,0,0
84037097,Iredell,North Carolina,US,"Iredell, North Carolina, US",6,6,6,6,6,6
84037099,Jackson,North Carolina,US,"Jackson, North Carolina, US",1,1,1,1,1,1
84037101,Johnston,North Carolina,US,"Johnston, North Carolina, US",21,21,21,23,23,23
84037103,Jones,North Carolina,US,"Jones, North Carolina, US",3,3,3,3,3,3
84037105,Lee,North Carolina,US,"Lee, North Carolina, US",4,4,4,4,4,4
84037107,Lenoir,North Carolina,US,"Lenoir, North Carolina, US",7,7,7,7,7,7
84037109,Lincoln,North Carolina,US,"Lincoln, North Carolina, US",0,0,0,0,0,0
84037111,McDowell,North Carolina,US,"McDowell, North Carolina, US",1,1,1,1,1,1
84037113,Macon,North Carolina,US,"Macon, North Carolina, US",1,1,1,1,1,1
84037115,Madison,North Carolina,US,"Madison, North Carolina, US",0,0,0,0,0,0
84037117,Martin,North Carolina,US,"Martin, North Carolina, US",4,4,4,4,4,4
84037119,Mecklenburg,North Carolina,US,"Mecklenburg, North Carolina, US",89,92,95,97,102,102
84037121,Mitchell,North Carolina,US,"Mitchell, North Carolina, US",0,0,0,0,0,0
84037123,Montgomery,North Carolina,US,"Montgomery, North Carolina, US",4,4,4,5,5,5
84037125,Moore,North Carolina,US,"Moore, North Carolina, US",10,10,10,10,11,11
84037127,Nash,North Carolina,US,"Nash, North Carolina, US",4,4,4,4,4,4
84037129,New Hanover,North Carolina,US,"New Hanover, North Carolina, US",5,5,5,5,5,5
84037131,Northampton,North Carolina,US,"Northampton, North Carolina, US",14,14,14,14,14,14
84037133,Onslow,North Carolina,US,"Onslow, North Carolina, US",2,2,2,2,2,2
84037135,Orange,North Carolina,US,"Orange, North Carolina, US",40,40,40,40,40,40
84037137,Pamlico,North Carolina,US,"Pamlico, North Carolina, US",0,0,0,0,0,0
84037139,Pasquotank,North Carolina,US,"Pasquotank, North Carolina, US",11,12,12,13,13,13
84037141,Pender,North Carolina,US,"Pender, North Carolina, US",1,1,1,1,1,1
84037143,Perquimans,North Carolina,US,"Perquimans, North Carolina, US",2,2,2,2,2,2
84037145,Person,North Carolina,US,"Person, North Carolina, US",1,1,1,1,1,1
84037147,Pitt,North Carolina,US,"Pitt, North Carolina, US",2,2,2,2,2,2
84037149,Polk,North Carolina,US,"Polk, North Carolina, US",4,4,4,4,4,4
84037151,Randolph,North Carolina,US,"Randolph, North Carolina, US",13,13,13,14,14,14
84037153,Richmond,North Carolina,US,"Richmond, North Carolina, US",3,3,3,3,3,3
84037155,Robeson,North Carolina,US,"Robeson, North Carolina, US",23,23,23,26,26,26
84037157,Rockingham,North Carolina,US,"Rockingham, North Carolina, US",2,2,2,2,2,2
84037159,Rowan,North Carolina,US,"Rowan, North Carolina, US",37,37,37,38,38,38
84037161,Rutherford,North Carolina,US,"Rutherford, North Carolina, US",7,7,7,7,7,7
84037163,Sampson,North Carolina,US,"Sampson, North Carolina, US",4,4,4,4,4,4
84037165,Scotland,North Carolina,US,"Scotland, North Carolina, US",0,0,0,0,0,0
84037167,Stanly,North Carolina,US,"Stanly, North Carolina, US",4,4,4,4,4,4
84037169,Stokes,North Carolina,US,"Stokes, North Carolina, US",0,0,0,0,0,0
84037171,Surry,North Carolina,US,"Surry, North Carolina, US",2,2,2,2,2,2
84037173,Swain,North Carolina,US,"Swain, North Carolina, US",0,0,0,0,0,0
84037175,Transylvania,North Carolina,US,"Transylvania, North Carolina, US",0,0,0,0,1,1
84037177,Tyrrell,North Carolina,US,"Tyrrell, North Carolina, US",0,0,0,0,0,0
84037179,Union,North Carolina,US,"Union, North Carolina, US",20,20,20,21,21,21
84037181,Vance,North Carolina,US,"Vance, North Carolina, US",21,22,22,23,25,25
84037183,Wake,North Carolina,US,"Wake, North Carolina, US",39,39,39,40,40,40
84037185,Warren,North Carolina,US,"Warren, North Carolina, US",2,2,2,2,2,2
84037187,Washington,North Carolina,US,"Washington, North Carolina, US",3,3,3,3,3,3
84037189,Watauga,North Carolina,US,"Watauga, North Carolina, US",0,0,0,0,0,0
84037191,Wayne,North Carolina,US,"Wayne, North Carolina, US",20,20,20,20,20,20
84037193,Wilkes,North Carolina,US,"Wilkes, North Carolina, US",5,6,6,6,6,6
84037195,Wilson,North Carolina,US,"Wilson, North Carolina, US",10,10,10,11,11,11
84037197,Yadkin,North Carolina,US,"Yadkin, North Carolina, US",2,2,3,3,3,3
84037199,Yancey,North Carolina,US,"Yancey, North Carolina, US",0,0,0,0,0,0
84038001,Adams,North Dakota,US,"Adams, North Dakota, US",0,0,0,0,0,0
84038003,Barnes,North Dakota,US,"Barnes, North Dakota, US",0,0,0,0,0,0
84038005,Benson,North Dakota,US,"Benson, North Dakota, US",0,0,0,0,0,0
84038007,Billings,North Dakota,US,"Billings, North Dakota, US",0,0,0,0,0,0
84038009,Bottineau,North Dakota,US,"Bottineau, North Dakota, US",0,0,0,0,0,0
84038011,Bowman,North Dakota,US,"Bowman, North Dakota, US",0,0,0,0,0,0
84038013,Burke,North Dakota,US,"Burke, North Dakota, US",0,0,0,0,0,0
84038015,Burleigh,North Dakota,US,"Burleigh, North Dakota, US",0,0,0,0,0,0
84038017,Cass,North Dakota,US,"Cass, North Dakota, US",44,44,54,55,55,59
84038019,Cavalier,North Dakota,US,"Cavalier, North Dakota, US",0,0,0,0,0,0
84038021,Dickey,North Dakota,US,"Dickey, North Dakota, US",0,0,0,0,0,0
84038023,Divide,North Dakota,US,"Divide, North Dakota, US",0,0,0,0,0,0
84038025,Dunn,North Dakota,US,"Dunn, North Dakota, US",0,0,0,0,0,0
84038027,Eddy,North Dakota,US,"Eddy, North Dakota, US",0,0,0,0,0,0
84038029,Emmons,North Dakota,US,"Emmons, North Dakota, US",1,1,1,1,1,1
84038031,Foster,North Dakota,US,"Foster, North Dakota, US",0,0,0,0,0,0
84038033,Golden Valley,North Dakota,US,"Golden Valley, North Dakota, US",0,0,0,0,0,0
84038035,Grand Forks,North Dakota,US,"Grand Forks, North Dakota, US",3,3,3,3,3,4
84038037,Grant,North Dakota,US,"Grant, North Dakota, US",0,0,0,0,0,0
84038039,Griggs,North Dakota,US,"Griggs, North Dakota, US",0,0,0,0,0,0
84038041,Hettinger,North Dakota,US,"Hettinger, North Dakota, US",0,0,0,0,0,0
84038043,Kidder,North Dakota,US,"Kidder, North Dakota, US",0,0,0,0,0,0
84038045,LaMoure,North Dakota,US,"LaMoure, North Dakota, US",0,0,0,0,0,0
84038047,Logan,North Dakota,US,"Logan, North Dakota, US",0,0,0,0,0,0
84038049,McHenry,North Dakota,US,"McHenry, North Dakota, US",1,1,1,1,1,1
84038051,McIntosh,North Dakota,US,"McIntosh, North Dakota, US",0,0,0,0,0,0
84038053,McKenzie,North Dakota,US,"McKenzie, North Dakota, US",0,0,0,0,0,0
84038055,McLean,North Dakota,US,"McLean, North Dakota, US",0,0,0,0,0,0
84038057,Mercer,North Dakota,US,"Mercer, North Dakota, US",0,0,0,0,0,0
84038059,Morton,North Dakota,US,"Morton, North Dakota, US",2,2,2,2,2,2
84038061,Mountrail,North Dakota,US,"Mountrail, North Dakota, US",0,0,0,0,0,0
84038063,Nelson,North Dakota,US,"Nelson, North Dakota, US",0,0,0,0,0,0
84038065,Oliver,North Dakota,US,"Oliver, North Dakota, US",0,0,0,0,0,0
84038067,Pembina,North Dakota,US,"Pembina, North Dakota, US",0,0,0,0,0,0
84038069,Pierce,North Dakota,US,"Pierce, North Dakota, US",0,0,0,0,0,0
84038071,Ramsey,North Dakota,US,"Ramsey, North Dakota, US",1,1,1,1,1,1
84038073,Ransom,North Dakota,US,"Ransom, North Dakota, US",0,0,0,0,0,0
84038075,Renville,North Dakota,US,"Renville, North Dakota, US",0,0,0,0,0,0
84038077,Richland,North Dakota,US,"Richland, North Dakota, US",0,0,0,0,0,0
84038079,Rolette,North Dakota,US,"Rolette, North Dakota, US",0,0,0,0,0,0
84038081,Sargent,North Dakota,US,"Sargent, North Dakota, US",0,0,0,0,0,0
84038083,Sheridan,North Dakota,US,"Sheridan, North Dakota, US",0,0,0,0,0,0
84038085,Sioux,North Dakota,US,"Sioux, North Dakota, US",0,0,0,0,0,0
84038087,Slope,North Dakota,US,"Slope, North Dakota, US",0,0,0,0,0,0
84038089,Stark,North Dakota,US,"Stark, North Dakota, US",2,2,2,2,2,2
84038091,Steele,North Dakota,US,"Steele, North Dakota, US",0,0,0,0,0,0
84038093,Stutsman,North Dakota,US,"Stutsman, North Dakota, US",0,0,0,0,0,0
84038095,Towner,North Dakota,US,"Towner, North Dakota, US",0,0,0,0,0,0
84038097,Traill,North Dakota,US,"Traill, North Dakota, US",0,0,0,0,0,0
84038099,Walsh,North Dakota,US,"Walsh, North Dakota, US",0,0,0,0,0,0
84038101,Ward,North Dakota,US,"Ward, North Dakota, US",1,1,1,1,1,1
84038103,Wells,North Dakota,US,"Wells, North Dakota, US",0,0,0,0,0,0
84038105,Williams,North Dakota,US,"Williams, North Dakota, US",0,0,0,0,0,0
84039001,Adams,Ohio,US,"Adams, Ohio, US",1,1,1,1,1,1
84039003,Allen,Ohio,US,"Allen, Ohio, US",32,33,33,33,33,33
84039005,Ashland,Ohio,US,"Ashland, Ohio, US",0,0,0,0,0,0
84039007,Ashtabula,Ohio,US,"Ashtabula, Ohio, US",34,35,35,37,38,38
84039009,Athens,Ohio,US,"Athens, Ohio, US",1,1,1,1,1,1
84039011,Auglaize,Ohio,US,"Auglaize, Ohio, US",3,3,3,3,3,3
84039013,Belmont,Ohio,US,"Belmont, Ohio, US",12,13,13,14,15,15
84039015,Brown,Ohio,US,"Brown, Ohio, US",1,1,1,1,1,1
84039017,Butler,Ohio,US,"Butler, Ohio, US",29,31,32,33,32,32
84039019,Carroll,Ohio,US,"Carroll, Ohio, US",3,3,3,3,3,3
84039021,Champaign,Ohio,US,"Champaign, Ohio, US",1,1,1,1,1,1
84039023,Clark,Ohio,US,"Clark, Ohio, US",6,6,7,7,7,7
84039025,Clermont,Ohio,US,"Clermont, Ohio, US",5,5,5,5,5,5
84039027,Clinton,Ohio,US,"Clinton, Ohio, US",1,1,1,1,1,1
84039029,Columbiana,Ohio,US,"Columbiana, Ohio, US",53,52,52,52,52,53
84039031,Coshocton,Ohio,US,"Coshocton, Ohio, US",0,0,0,0,0,0
84039033,Crawford,Ohio,US,"Crawford, Ohio, US",4,4,4,4,4,4
84039035,Cuyahoga,Ohio,US,"Cuyahoga, Ohio, US",226,241,245,247,259,265
84039037,Darke,Ohio,US,"Darke, Ohio, US",21,22,23,23,23,23
84039039,Defiance,Ohio,US,"Defiance, Ohio, US",2,2,2,2,2,2
84039041,Delaware,Ohio,US,"Delaware, Ohio, US",13,13,13,14,14,14
84039043,Erie,Ohio,US,"Erie, Ohio, US",14,14,16,16,16,16
84039045,Fairfield,Ohio,US,"Fairfield, Ohio, US",6,6,7,8,8,8
84039047,Fayette,Ohio,US,"Fayette, Ohio, US",0,0,0,0,0,0
84039049,Franklin,Ohio,US,"Franklin, Ohio, US",262,271,279,290,293,295
84039051,Fulton,Ohio,US,"Fulton, Ohio, US",0,0,0,0,0,0
84039053,Gallia,Ohio,US,"Gallia, Ohio, US",1,1,1,1,1,1
