Country,City,State,Predicted,Actual,Diff,Diff_Percent
US,Callahan,Texas,0.460069419,0,0.460069419,0
US,Cameron,Texas,6.791084721,6,0.791084721,-0.131847453
US,Camp,Texas,0.460055115,0,0.460055115,0
US,Carson,Texas,0.460060883,0,0.460060883,0
US,Cass,Texas,0.460056965,0,0.460056965,0
US,Castro,Texas,0.460070433,0,0.460070433,0
US,Chambers,Texas,0.46005869,0,0.46005869,0
US,Cherokee,Texas,0.460066419,0,0.460066419,0
US,Childress,Texas,0.460060725,0,0.460060725,0
US,Clay,Texas,0.460071738,0,0.460071738,0
US,Cochran,Texas,0.460058183,0,0.460058183,0
US,Coke,Texas,0.460069557,0,0.460069557,0
US,Coleman,Texas,0.460064553,0,0.460064553,0
US,Collin,Texas,6.791075235,6,0.791075235,-0.131845872
US,Collingsworth,Texas,0.460066369,0,0.460066369,0
US,Colorado,Texas,0.460064019,0,0.460064019,0
US,Comal,Texas,1.779116012,1,0.779116012,-0.779116012
US,Comanche,Texas,0.460060635,0,0.460060635,0
US,Concho,Texas,0.460073494,0,0.460073494,0
US,Cooke,Texas,0.460068412,0,0.460068412,0
US,Coryell,Texas,0.460063266,0,0.460063266,0
US,Cottle,Texas,0.460062954,0,0.460062954,0
US,Crane,Texas,0.46006368,0,0.46006368,0
US,Crockett,Texas,0.460069591,0,0.460069591,0
US,Crosby,Texas,0.460056762,0,0.460056762,0
US,Culberson,Texas,0.460066305,0,0.460066305,0
US,Dallam,Texas,0.460065582,0,0.460065582,0
US,Dallas,Texas,43.77167328,45,-1.228326718,0.027296149
US,Dawson,Texas,0.460071284,0,0.460071284,0
US,Deaf Smith,Texas,2.812107236,2,0.812107236,-0.406053618
US,Delta,Texas,0.460069522,0,0.460069522,0
US,Denton,Texas,5.796329298,5,0.796329298,-0.15926586
US,DeWitt,Texas,0.460069786,0,0.460069786,0
US,Dickens,Texas,0.460071533,0,0.460071533,0
US,Dimmit,Texas,0.460060384,0,0.460060384,0
US,Donley,Texas,0.460071626,0,0.460071626,0
US,Duval,Texas,0.460051941,0,0.460051941,0
US,Eastland,Texas,0.460066031,0,0.460066031,0
US,Ector,Texas,0.460066993,0,0.460066993,0
US,Edwards,Texas,0.460068869,0,0.460068869,0
US,Ellis,Texas,2.812100467,2,0.812100467,-0.406050234
US,El Paso,Texas,15.13641048,16,-0.863589525,0.053974345
US,Erath,Texas,0.460063944,0,0.460063944,0
US,Falls,Texas,0.460061834,0,0.460061834,0
US,Fannin,Texas,0.460069769,0,0.460069769,0
US,Fayette,Texas,0.460074538,0,0.460074538,0
US,Fisher,Texas,0.460059623,0,0.460059623,0
US,Floyd,Texas,0.460062107,0,0.460062107,0
US,Foard,Texas,0.460076231,0,0.460076231,0
US,Fort Bend,Texas,8.780786433,8,0.780786433,-0.097598304
US,Franklin,Texas,0.460073093,0,0.460073093,0
US,Freestone,Texas,0.460056763,0,0.460056763,0
US,Frio,Texas,0.46006348,0,0.46006348,0
US,Gaines,Texas,0.460066049,0,0.460066049,0
US,Galveston,Texas,6.791085351,6,0.791085351,-0.131847559
US,Garza,Texas,0.460066083,0,0.460066083,0
US,Gillespie,Texas,0.460070839,0,0.460070839,0
US,Glasscock,Texas,0.460067611,0,0.460067611,0
US,Goliad,Texas,0.460061728,0,0.460061728,0
US,Gonzales,Texas,0.460057244,0,0.460057244,0
US,Gray,Texas,0.460059239,0,0.460059239,0
US,Grayson,Texas,0.460072415,0,0.460072415,0
US,Gregg,Texas,1.779137883,1,0.779137883,-0.779137883
US,Grimes,Texas,0.460060753,0,0.460060753,0
US,Guadalupe,Texas,0.460063566,0,0.460063566,0
US,Hale,Texas,0.460062706,0,0.460062706,0
US,Hall,Texas,0.460061153,0,0.460061153,0
US,Hamilton,Texas,0.460066925,0,0.460066925,0
US,Hansford,Texas,0.460063212,0,0.460063212,0
US,Hardeman,Texas,0.460069608,0,0.460069608,0
US,Hardin,Texas,0.46006913,0,0.46006913,0
US,Harris,Texas,43.61447298,44,-0.385527018,0.008761978
US,Harrison,Texas,4.801592765,4,0.801592765,-0.200398191
US,Hartley,Texas,0.460058462,0,0.460058462,0
US,Haskell,Texas,0.460062797,0,0.460062797,0
US,Hays,Texas,0.460064354,0,0.460064354,0
US,Hemphill,Texas,0.460069289,0,0.460069289,0
US,Henderson,Texas,0.460059691,0,0.460059691,0
US,Hidalgo,Texas,2.193822994,2,0.193822994,-0.096911497
US,Hill,Texas,0.460057669,0,0.460057669,0
US,Hockley,Texas,0.460068683,0,0.460068683,0
US,Hood,Texas,0.460061995,0,0.460061995,0
US,Hopkins,Texas,0.460058957,0,0.460058957,0
US,Houston,Texas,0.460065723,0,0.460065723,0
US,Howard,Texas,0.460063233,0,0.460063233,0
US,Hudspeth,Texas,0.460064355,0,0.460064355,0
US,Hunt,Texas,0.460071567,0,0.460071567,0
US,Hutchinson,Texas,0.46006732,0,0.46006732,0
US,Irion,Texas,0.460072429,0,0.460072429,0
US,Jack,Texas,0.460068763,0,0.460068763,0
US,Jackson,Texas,0.460063982,0,0.460063982,0
US,Jasper,Texas,0.460068141,0,0.460068141,0
US,Jeff Davis,Texas,0.460066117,0,0.460066117,0
US,Jefferson,Texas,5.796339813,5,0.796339813,-0.159267963
US,Jim Hogg,Texas,0.460061495,0,0.460061495,0
US,Jim Wells,Texas,0.460061142,0,0.460061142,0
US,Johnson,Texas,0.460063836,0,0.460063836,0
US,Jones,Texas,0.460058097,0,0.460058097,0
US,Karnes,Texas,0.460067663,0,0.460067663,0
US,Kaufman,Texas,0.460064126,0,0.460064126,0
US,Kendall,Texas,0.460058016,0,0.460058016,0
US,Kenedy,Texas,0.460056308,0,0.460056308,0
US,Kent,Texas,0.460061349,0,0.460061349,0
US,Kerr,Texas,0.460071537,0,0.460071537,0
US,Kimble,Texas,0.460068854,0,0.460068854,0
US,King,Texas,0.460058552,0,0.460058552,0
US,Kinney,Texas,0.460072583,0,0.460072583,0
US,Kleberg,Texas,0.460059871,0,0.460059871,0
US,Knox,Texas,0.460063151,0,0.460063151,0
US,Lamar,Texas,2.812107771,2,0.812107771,-0.406053886
US,Lamb,Texas,0.460075427,0,0.460075427,0
US,Lampasas,Texas,0.460062059,0,0.460062059,0
US,La Salle,Texas,0.460060993,0,0.460060993,0
US,Lavaca,Texas,0.460059782,0,0.460059782,0
US,Lee,Texas,0.460065089,0,0.460065089,0
US,Leon,Texas,0.460056729,0,0.460056729,0
US,Liberty,Texas,0.460065056,0,0.460065056,0
US,Limestone,Texas,0.460053565,0,0.460053565,0
US,Lipscomb,Texas,0.460067685,0,0.460067685,0
US,Live Oak,Texas,0.460068855,0,0.460068855,0
US,Llano,Texas,0.460070409,0,0.460070409,0
US,Loving,Texas,0.460075377,0,0.460075377,0
US,Lubbock,Texas,9.776038801,9,0.776038801,-0.086226533
US,Lynn,Texas,0.460064235,0,0.460064235,0
US,McCulloch,Texas,0.460065529,0,0.460065529,0
US,McLennan,Texas,0.460067772,0,0.460067772,0
US,McMullen,Texas,0.460056326,0,0.460056326,0
US,Madison,Texas,0.460067118,0,0.460067118,0
US,Marion,Texas,0.46005728,0,0.46005728,0
US,Martin,Texas,0.460061623,0,0.460061623,0
US,Mason,Texas,0.460060546,0,0.460060546,0
US,Matagorda,Texas,0.460071324,0,0.460071324,0
US,Maverick,Texas,0.460075112,0,0.460075112,0
US,Medina,Texas,0.460058592,0,0.460058592,0
US,Menard,Texas,0.460054196,0,0.460054196,0
US,Midland,Texas,2.812106964,2,0.812106964,-0.406053482
US,Milam,Texas,0.460056266,0,0.460056266,0
US,Mills,Texas,0.460062791,0,0.460062791,0
US,Mitchell,Texas,0.460061685,0,0.460061685,0
US,Montague,Texas,0.460066636,0,0.460066636,0
US,Montgomery,Texas,4.801597906,4,0.801597906,-0.200399476
US,Moore,Texas,2.812101202,2,0.812101202,-0.406050601
US,Morris,Texas,0.460068257,0,0.460068257,0
US,Motley,Texas,0.460067755,0,0.460067755,0
US,Nacogdoches,Texas,3.806850685,3,0.806850685,-0.268950228
US,Navarro,Texas,0.460064525,0,0.460064525,0
US,Newton,Texas,0.460063333,0,0.460063333,0
US,Nolan,Texas,0.460064133,0,0.460064133,0
US,Nueces,Texas,0.460061009,0,0.460061009,0
US,Ochiltree,Texas,0.460071411,0,0.460071411,0
US,Oldham,Texas,0.460072397,0,0.460072397,0
US,Orange,Texas,0.460078026,0,0.460078026,0
US,Palo Pinto,Texas,0.460060645,0,0.460060645,0
US,Panola,Texas,4.801583182,4,0.801583182,-0.200395796
US,Parker,Texas,0.460059907,0,0.460059907,0
US,Parmer,Texas,0.460061159,0,0.460061159,0
US,Pecos,Texas,0.460056457,0,0.460056457,0
US,Polk,Texas,0.460057178,0,0.460057178,0
US,Potter,Texas,5.79633939,5,0.79633939,-0.159267878
US,Presidio,Texas,0.460066327,0,0.460066327,0
US,Rains,Texas,0.460063503,0,0.460063503,0
US,Randall,Texas,1.779130785,1,0.779130785,-0.779130785
US,Reagan,Texas,0.46005726,0,0.46005726,0
US,Real,Texas,0.460076796,0,0.460076796,0
US,Red River,Texas,1.779133792,1,0.779133792,-0.779133792
US,Reeves,Texas,0.460055232,0,0.460055232,0
US,Refugio,Texas,0.460067468,0,0.460067468,0
US,Roberts,Texas,0.460062008,0,0.460062008,0
US,Robertson,Texas,0.460064233,0,0.460064233,0
US,Rockwall,Texas,2.812091641,2,0.812091641,-0.40604582
US,Runnels,Texas,0.460066267,0,0.460066267,0
US,Rusk,Texas,0.460073472,0,0.460073472,0
US,Sabine,Texas,0.460063989,0,0.460063989,0
US,San Augustine,Texas,0.460061232,0,0.460061232,0
US,San Jacinto,Texas,0.460060379,0,0.460060379,0
US,San Patricio,Texas,0.460062744,0,0.460062744,0
US,San Saba,Texas,0.460077304,0,0.460077304,0
US,Schleicher,Texas,0.460065336,0,0.460065336,0
US,Scurry,Texas,0.460064234,0,0.460064234,0
US,Shackelford,Texas,0.460069302,0,0.460069302,0
US,Shelby,Texas,1.779137248,1,0.779137248,-0.779137248
US,Sherman,Texas,0.460066078,0,0.460066078,0
US,Smith,Texas,0.460066687,0,0.460066687,0
US,Somervell,Texas,0.460057158,0,0.460057158,0
US,Starr,Texas,0.460062483,0,0.460062483,0
US,Stephens,Texas,0.460067157,0,0.460067157,0
US,Sterling,Texas,0.460060123,0,0.460060123,0
US,Stonewall,Texas,0.460064846,0,0.460064846,0
US,Sutton,Texas,0.460065132,0,0.460065132,0
US,Swisher,Texas,0.460062324,0,0.460062324,0
US,Tarrant,Texas,30.67625758,30,0.67625758,-0.022541919
US,Taylor,Texas,0.460071506,0,0.460071506,0
US,Terrell,Texas,0.460059931,0,0.460059931,0
US,Terry,Texas,0.46006492,0,0.46006492,0
US,Throckmorton,Texas,0.460062532,0,0.460062532,0
US,Titus,Texas,0.460060368,0,0.460060368,0
US,Tom Green,Texas,0.460058642,0,0.460058642,0
US,Travis,Texas,17.73802145,17,0.73802145,-0.043413026
US,Trinity,Texas,0.460049303,0,0.460049303,0
US,Tyler,Texas,0.460070902,0,0.460070902,0
US,Upshur,Texas,0.460066131,0,0.460066131,0
US,Upton,Texas,0.460066427,0,0.460066427,0
US,Uvalde,Texas,0.46006551,0,0.46006551,0
